toi,tid,tfopwg_disp,pl_orbper,pl_trandep,pl_tranmid
"1440.02",233617847,"PC",4.6274206,152.4142924,2459656.0571630
"1441.01",233951353,"PC",22.0929740,435.0000000,2460418.6619420
"1443.01",237232044,"CP",23.5407467,956.0000000,2460623.5845410
"1445.01",259172391,"PC",9.8130697,630.0000000,2459767.0181690
"1445.02",259172391,"PC",4.7842093,390.0000000,2459740.8291890
"1446.01",294471966,"PC",6.3170657,688.3375977,2458689.3644980
"1447.01",298073824,"FA",1.2273079,66.4147779,2458684.3627990
"1448.01",343628284,"CP",8.0970819,4723.0724376,2459857.1856080
"1449.02",356158613,"PC",2.3691849,699.3113402,2458683.5805940
"1450.01",377293776,"CP",2.0439268,465.1929875,2459662.3355740
"1451.01",417931607,"CP",16.5379864,608.0000000,2460348.1075810
"1452.01",420112589,"CP",11.0619937,3249.1164334,2459731.3593110
"1453.01",198390247,"CP",6.5886877,852.0000000,2460660.4093700
"1453.02",198390247,"CP",4.3135263,274.0000000,2460583.4349080
"1454.01",294179385,"PC",2.6794168,13578.3447901,2459422.3128120
"1455.01",387259626,"APC",3.6231364,17749.0000000,2460656.3959110
"1456.01",199376584,"CP",18.7122530,6066.0000000,2460544.7532670
"1457.01",176860064,"APC",6.3768174,2760.0000000,2460602.8859630
"1458.01",191284318,"KP",2.7759678,13613.0000000,2460610.0636220
"1459.01",16920150,"FA",9.1559340,908.2412562,2458765.5459810
"1460.01",17005768,"FP",6.8424983,8029.8803050,2458765.2651160
"1461.01",44631965,"APC",3.5686777,20121.1854664,2458767.3170520
"1462.01",188768068,"CP",2.1779407,110.0000000,2460338.5230710
"1464.01",229944666,"PC",11.3125266,861.7265878,2459643.7244170
"1465.01",236887394,"KP",1.4200248,23730.0000000,2459717.4230960
"1466.01",237086564,"PC",1.8718991,920.0000000,2459823.8772490
"1467.01",240968774,"CP",5.9711357,1437.1086027,2458766.9891180
"1468.01",243185500,"CP",15.5324385,2937.4953214,2459450.3560250
"1468.02",243185500,"CP",1.8805310,1214.0066593,2459448.3081560
"1469.01",283722336,"KP",3.0929386,254.2319025,2460606.2519610
"1469.02",283722336,"KP",6.7650398,269.0000000,2460599.4972520
"1470.01",284441182,"CP",2.5272822,1847.4872236,2459883.4436140
"1471.01",306263608,"CP",20.7724316,1415.0000000,2460221.5034390
"1472.01",306955329,"CP",6.3634106,2368.6952027,2459885.5687840
"1473.01",352413427,"CP",5.2544884,567.0000000,2460608.8523450
