toi,tid,tfopwg_disp,pl_orbper,pl_trandep,pl_tranmid
"2471.01",71088556,"PC",6.5857043,1420.0000000,2459194.2864210
"2473.01",399868187,"PC",1.2311781,3562.0000000,2459199.2027730
"2474.01",449257028,"PC",4.2787520,220.0000000,2459197.5764530
"2475.01",373453507,"FP",15.7925628,1190.0000000,2459197.3992800
"2476.01",43868600,"APC",3.8865992,590.0000000,2459196.6372340
"2478.01",262435954,"PC",2.6473916,568.2994163,2459174.6859860
"2480.01",1449756,"FP",11.3543085,2190.0000000,2459199.5930660
"2481.01",262258341,"PC",11.9948320,1260.0000000,2459193.2557970
"2482.01",117938087,"PC",14.9315582,590.0000000,2459187.8281810
"2483.01",219151731,"FP",1.4853364,650.0000000,2459249.9737490
"2484.01",68035559,"PC",8.3272872,2970.0000000,2459686.1116380
"2485.01",328934463,"CP",11.2347982,4780.0000000,2459658.8122570
"2486.01",369376388,"PC",1.5411764,1510.0000000,2459167.6552790
"2487.01",394346745,"PC",3.4024655,14990.0000000,2459382.6036680
"2488.01",139251123,"PC",10.7668398,1933.6811005,2459066.1433900
"2489.01",279327604,"APC",1.4269510,2881.7106387,2459062.9453110
"2491.01",80567842,"APC",5.9277700,12984.5364661,2459205.1245260
"2492.01",282498590,"FP",10.1004307,13680.0000000,2459222.2550140
"2494.01",282576340,"PC",8.3761316,9060.0000000,2459210.7320230
"2494.02",282576340,"PC",2.4087648,590.0000000,2459224.8490910
"2495.01",33091590,"PC",7.7953850,2783.9129229,2459208.3845050
"2496.01",160328683,"PC",1.5746828,77503.5100766,2459175.5206320
"2497.01",97568467,"CP",10.6556940,2103.6578759,2459205.0983810
"2498.01",263179590,"CP",3.7382381,1316.4622757,2459204.4178150
"2499.01",67196573,"APC",2.5574812,1860.0000000,2459226.4101970
"2500.01",206785987,"PC",2.9553140,6470.0000000,2459225.9540470
"2501.01",134471108,"PC",5.3262922,1501.6874101,2459203.6532270
"2502.01",52689469,"KP",3.1413825,5433.0348726,2459202.0426370
"2503.01",124778445,"KP",1.6751568,17781.0520005,2459203.3958680
"2504.01",206906112,"PC",13.5853506,3149.5795009,2459212.6144540
"2505.01",443127052,"PC",2.8972041,640.0000000,2459222.1321350
"2506.01",393298446,"APC",14.9695925,430.0000000,2459211.0745620
"2507.01",354519019,"PC",17.3051476,657.1128437,2458444.7890200
"2508.01",147430118,"PC",1.6951056,370.0000000,2459226.2464770
"2509.01",143282930,"APC",1.5339665,470.0000000,2459224.6898550
"2510.01",170103435,"FP",1.9785151,500.0000000,2459984.5526670
"2511.01",124702477,"FP",0.7951534,1920.0000000,2459226.7220590
"2512.01",124491883,"PC",2.3933087,150.0000000,2459226.8858670
"2513.01",59842822,"PC",2.5577037,530.0000000,2459225.8612830
"2514.01",317134140,"PC",6.3951381,510.0000000,2459215.0841430
"2515.01",123627908,"PC",5.9016526,2450.0000000,2459227.2618480
"2516.01",295947393,"APC",5.4927168,5290.0000000,2459252.8758260
"2517.01",48178229,"FP",2.6788253,350.0000000,2459225.6837850
"2518.01",96925186,"PC",6.8979432,550.0000000,2459976.0187570
"2519.01",47720259,"PC",6.9551242,755.1872287,2460687.1470190
"2520.01",177414713,"PC",2.0944084,320.0000000,2459225.9742360
"2521.01",72556406,"APC",5.5630870,2520.0000000,2459227.2494460
"2522.01",148883384,"PC",2.0988541,350.0000000,2459223.8909540
"2523.01",443213925,"PC",4.6410823,660.0000000,2459225.0848370
"2524.01",169249234,"CP",7.1858029,11192.4995247,2459527.4318540
"2525.01",149601126,"CP",23.3418536,6473.6021510,2459174.0133030
"2526.01",380836882,"PC",8.0113850,7890.0000000,2459381.8683400
"2527.01",126572546,"PC",2.3018922,1260.0000000,2459989.8122520
"2528.01",83154030,"PC",11.7248927,8540.0000000,2459331.4467000
"2531.01",262843259,"PC",8.1484094,13497.6071224,2460158.3149000
"2532.01",20579360,"PC",16.7224532,11640.0000000,2459311.2044450
"2533.01",418012030,"PC",6.6857865,6690.0000000,2459682.1857850
"2535.01",204698337,"PC",16.4452725,11810.0000000,2458576.7644810
"2538.01",443115574,"PC",2.9103781,1480.0000000,2459226.2422400
"2539.01",201508515,"PC",0.9855860,1343.3387762,2459202.6130250
"2540.01",354518617,"PC",12.7187255,1144.1789073,2458480.9438040
"2540.02",354518617,"APC",22.0819969,1019.0000000,2459223.1455970
"2541.01",31054498,"PC",1.4118418,520.0000000,2459199.0063530
"2542.01",431971818,"PC",4.1133928,24315.2652878,2459963.8826850
"2543.01",270604417,"CP",7.5427509,3098.3066655,2459233.3470420
"2544.01",341419787,"FP",21.0689935,3392.7700746,2459230.8525820
"2545.01",149845414,"CP",7.9940367,404.6194381,2458522.5139730
"2546.01",388089437,"APC",2.1811989,2300.0000000,2459578.5924290
"2547.01",444013020,"KP",2.3114203,14975.1986739,2459228.7942580
"2548.01",350293646,"KP",8.5234958,18942.0000000,2459985.3041740
"2549.01",80711765,"PC",4.8580501,11067.0819039,2459230.2885330
"2550.01",294500964,"FP",9.0702531,3806.1953378,2459966.5720120
"2551.01",6276559,"PC",5.4368410,2660.0000000,2459244.8057200
"2552.01",31515092,"PC",2.3701119,2049.0263458,2459230.6933950
"2553.01",238542895,"PC",8.3848067,11925.6417552,2459232.1319560
"2554.01",144043410,"FP",6.2636501,7043.2784811,2459230.6616730
"2555.01",155491828,"FP",16.0475029,13630.0000000,2459233.4962930
"2556.01",468981993,"APC",8.0149323,4426.4689118,2459966.9625730
"2557.01",269400980,"PC",9.8302309,5116.7220440,2459238.5585070
"2558.01",283307274,"PC",17.7859152,6535.8664276,2459233.1276090
"2559.01",441453629,"PC",4.2002507,25670.0000000,2459060.0818760
"2560.01",441155146,"PC",3.5511203,19660.0000000,2458348.9189970
"2561.01",422385684,"PC",2.7754004,8510.0000000,2459852.0461810
"2562.01",420177051,"PC",4.0483695,12060.0000000,2459770.7387170
"2563.01",387409975,"PC",5.0182311,16210.0000000,2459828.8022980
"2564.01",334482103,"PC",3.7257237,8787.4795537,2459501.9396740
"2565.01",321086563,"PC",3.9704457,3689.4781363,2459966.2574720
"2566.01",284679064,"PC",4.2102425,9271.0628122,2459609.3783830
"2567.01",258920431,"CP",5.9839451,3826.4375501,2459390.7528600
"2568.01",257067559,"PC",3.4843271,10320.0000000,2459251.5839460
"2569.01",248655556,"PC",13.1147744,3890.0000000,2459174.6596750
"2570.01",239816546,"CP",2.9887654,15493.9490407,2459500.7410020
"2571.01",239638934,"FP",6.0027375,6100.0000000,2458760.8182320
"2572.01",234489133,"PC",3.5985851,6710.0000000,2459247.4331220
"2573.01",160037058,"PC",4.5815438,19550.0000000,2459080.8778190
"2574.01",159332859,"PC",4.4817684,21180.0000000,2459760.3986970
"2575.01",142784687,"PC",3.1711207,8504.6805867,2459603.6503280
"2576.01",115453244,"PC",3.8229149,11780.0000000,2459544.2384080
"2577.01",112316665,"PC",3.7494409,4860.0000000,2459252.5215480
"2578.01",104986789,"PC",3.4580018,10218.2558380,2459911.4801000
"2579.01",103751498,"KP",3.7146478,12620.0000000,2459600.1173190
"2580.01",102713734,"CP",3.3978620,9960.0000000,2458839.4532570
"2581.01",37862966,"PC",3.5838508,12480.0000000,2459192.5436480
"2582.01",21279791,"PC",3.0183134,8960.0000000,2459772.2862160
"2583.01",7548817,"CP",4.5207400,8520.0000000,2459735.8960930
"2584.01",458641144,"PC",4.6965638,12380.0000000,2459245.2948000
"2585.01",62530991,"FP",4.0266483,754.0000000,2459986.9422140
"2586.01",458647887,"PC",9.5835608,1150.0000000,2459242.4102110
"2587.01",68007716,"CP",5.4566563,4160.0000000,2459244.7522320
"2588.01",284418751,"PC",3.5871580,3120.0000000,2459962.8509220
"2590.01",234832821,"PC",0.7460577,240.0000000,2459226.4582350
"2591.01",229285649,"FP",8.4930270,20750.0000000,2459544.8817960
"2592.01",284122875,"PC",3.4559382,2840.0000000,2459226.2151730
"2593.01",258983679,"PC",1.4711386,839.0000000,2459226.3800170
"2594.01",229167359,"PC",2.6828140,1080.0000000,2459227.0180660
"2595.01",151284882,"APC",3.8174210,1000.0000000,2459547.6085030
"2596.01",37089434,"APC",16.2709828,5870.0000000,2459220.2867780
"2597.01",220139435,"PC",3.6039259,940.0000000,2459221.2812980
"2598.01",12036590,"FP",5.7343600,17740.0000000,2459226.8011690
"2599.01",235333495,"PC",4.1554362,1020.0000000,2459219.6256830
"2600.01",234160911,"PC",5.3376282,2060.0000000,2459216.7498790
"2601.01",456844391,"PC",6.0210332,7500.0000000,2459246.2087800
"2602.01",191928543,"APC",7.2340640,10621.8735536,2459991.0625330
"2603.01",176772671,"FP",1.3326579,37285.6090775,2460719.0730710
"2604.01",189625051,"KP",4.9088819,5548.8279627,2460720.0747830
"2605.01",146776480,"APC",20.6006151,12106.6702221,2459978.5937360
"2606.01",355800238,"PC",1.4509175,7270.0000000,2459330.6836490
"2607.01",149539158,"FA",2.2338786,318.9211436,2459256.9707860
"2608.01",269850928,"PC",4.7246650,6163.2889314,2459965.8293290
"2609.01",308883808,"APC",1.1645141,1828.5119817,2459988.5342000
"2610.01",268914377,"FP",2.1538959,96363.0926604,2459229.7164780
"2611.01",234282389,"FA",0.7320175,4520.0000000,2458352.4849220
"2612.01",149572298,"PC",13.3572104,29950.0000000,2459379.0180870
"2613.01",52315301,"PC",15.2010859,35221.1348039,2460155.2182170
"2614.01",263075864,"PC",4.8103214,16651.5399250,2459037.5894010
"2615.01",38965512,"PC",2.2687617,13217.8124266,2460156.1761690
"2616.01",273850708,"PC",1.8531628,34220.0000000,2460154.9155720
"2617.01",260537454,"PC",6.3187442,28370.0000000,2459387.5942500
"2618.01",231076038,"PC",8.2500143,2250.0000000,2459382.7833010
"2619.01",31943299,"PC",12.4724734,23020.0000000,2459331.0348650
"2620.01",394346647,"PC",10.3558635,18740.0000000,2459370.1566050
"2621.01",388202128,"PC",2.4125012,10860.0000000,2459387.7724770
"2622.01",382259755,"PC",1.2207037,25580.0000000,2459199.8040710
"2623.01",403288821,"FP",0.5474737,1430.0000000,2459085.6117850
"2624.01",349410350,"PC",3.0235362,26980.0000000,2459384.3561790
"2625.01",308396509,"PC",2.1481182,22124.5443864,2459963.1481070
"2626.01",300604770,"PC",3.4562767,20448.8800177,2459963.8945980
"2627.01",262829328,"PC",1.0649771,16307.5548796,2460882.4024840
"2628.01",260541432,"PC",0.8715953,6610.0000000,2459387.8849730
"2629.01",259901731,"PC",11.4856846,11370.1513147,2460134.4120890
"2630.01",391900348,"PC",9.7130596,3540.0000000,2460070.8101970
"2631.01",140067837,"PC",6.6314357,10550.9077716,2459065.4053660
"2632.01",231703293,"FP",0.9071050,1430.0000000,2459085.5471750
"2633.01",386131764,"PC",18.1960491,2203.3245309,2459229.3615750
"2635.01",358557578,"PC",7.4547813,2508.5862836,2459287.9939260
"2636.01",119925436,"PC",3.1054901,6155.7750978,2459280.9980230
"2638.01",458342769,"PC",3.9299344,2252.0354917,2459282.1490630
"2640.01",135036669,"PC",0.9112206,71047.5639651,2459307.4010200
"2641.01",162802770,"CP",4.8809640,3385.5526856,2459283.4041030
"2642.01",448589187,"KP",3.0652926,11240.0000000,2459304.8232710
"2643.01",152852327,"KP",9.1720535,580.0000000,2459562.2504180
"2644.01",385332171,"APC",9.7439744,6711.0590566,2459300.3171150
"2645.01",372818426,"PC",1.4436706,43370.0000000,2460014.4226160
"2647.01",234527228,"PC",0.5136096,3098.8049112,2460155.0407250
"2648.01",231833236,"PC",4.7737510,11156.3496198,2460157.4334270
"2649.01",230980206,"PC",3.3755910,11630.0000000,2458377.7537060
"2650.01",453100296,"PC",2.2297350,6708.4441146,2459964.8186910
"2651.01",29830212,"FP",7.3164282,37130.0000000,2459349.9749760
"2652.01",372852036,"PC",2.4849120,7950.0000000,2459963.6937950
"2653.01",149394317,"APC",0.9270535,1640.0000000,2460041.7459820
"2654.01",200805484,"PC",2.9675990,10410.0000000,2459168.0719860
"2655.01",166851829,"PC",4.7277153,4000.0000000,2459132.3544910
"2656.01",231065398,"PC",7.7898378,11390.0000000,2458392.6855080
"2657.01",160004025,"PC",2.7985528,12220.0000000,2459164.3124590
"2658.01",31634579,"PC",8.8759249,25757.0688203,2460135.3308610
"2659.01",147456499,"PC",1.2558789,22260.0000000,2459140.2020440
"2660.01",372817671,"PC",5.0183771,2500.0000000,2459190.2955780
"2661.01",144125079,"PC",3.6257584,10450.0000000,2459168.6395770
"2662.01",423672208,"PC",3.7906870,15240.0000000,2458401.9141560
"2663.01",423666115,"APC",0.5822800,3170.0000000,2459140.9328520
"2664.01",277871306,"FP",3.9602774,6193.0000000,2460277.9241010
"2665.01",186936449,"PC",2.8456505,2681.0000000,2460009.7650120
"2667.01",348684813,"FP",7.7517472,861.0000000,2459976.8966340
"2668.01",192076548,"PC",1.1159326,840.0000000,2459279.6783910
"2669.01",348835438,"CP",6.2034960,810.0000000,2459985.6041570
"2670.01",190721237,"PC",12.9281223,4105.1705253,2459994.1981150
"2671.01",190081497,"FP",3.1630387,1130.0000000,2459991.7302950
"2672.01",129372561,"APC",10.7189647,7404.3059814,2460698.4602630
"2673.01",1018843,"PC",1.9126596,372.0000000,2460011.6262850
"2674.01",434496663,"APC",7.2972359,3780.0000000,2459291.6906130
"2675.01",179033846,"FP",1.4768690,2670.0000000,2459197.2085890
"2676.01",420016507,"PC",3.4082154,10060.0000000,2459168.0788360
"2677.01",398736713,"PC",6.4967452,4930.0000000,2458429.5733620
"2678.01",354517490,"PC",3.4523955,13260.0000000,2459221.3898470
"2679.01",323295908,"PC",3.8539027,14520.0000000,2459169.1629470
"2680.01",219366908,"FP",0.6293198,3730.0000000,2459199.0167080
"2681.01",209408136,"PC",3.1292868,7430.0000000,2459164.0022260
"2682.01",200803270,"PC",2.5981987,14260.0000000,2459139.3773630
"2683.01",200320748,"PC",1.5292851,2800.0000000,2459197.6623150
"2684.01",161568891,"PC",2.4756487,4370.0000000,2459195.1838800
"2685.01",161479081,"PC",3.4711465,10070.0000000,2459197.7487830
"2686.01",159989004,"PC",3.5746058,6040.0000000,2459169.8658520
"2687.01",155993822,"PC",4.0944492,5890.0000000,2459164.9740490
"2688.01",98728690,"PC",2.1415519,1060.0000000,2459165.7699570
"2689.01",92363023,"PC",3.4180406,5200.0000000,2459164.8710150
"2690.01",92359852,"PC",4.1549988,13830.0000000,2459167.7123020
"2691.01",71345362,"PC",3.8821916,2670.0000000,2459167.7948380
"2692.01",38399060,"PC",3.6506781,20370.0000000,2459163.7692150
"2693.01",30016082,"PC",1.3225635,13750.0000000,2459167.8614730
"2694.01",146467673,"APC",1.6375324,11120.0000000,2459198.0688320
"2695.01",140284353,"APC",0.5566811,3250.0000000,2459226.4359760
"2696.01",139445621,"PC",6.4093650,11300.0000000,2459199.8972420
"2697.01",139445453,"PC",4.3169755,4670.0000000,2459199.8671150
"2698.01",100683605,"PC",3.2705630,9670.0000000,2459223.8473440
"2699.01",77958378,"PC",5.8259928,12800.0000000,2459198.3369390
"2700.01",56096837,"PC",4.6636858,11110.0000000,2459196.5702960
"2701.01",44791617,"PC",2.1694660,1780.0000000,2459166.3588060
"2702.01",43604949,"PC",1.9422802,8140.0000000,2459196.4295160
"2703.01",43475220,"PC",6.1735306,12950.0000000,2459193.2354380
"2704.01",32677675,"PC",3.6364993,16700.0000000,2459225.7574560
"2705.01",169448771,"PC",18.0106520,4580.0000000,2459165.5988240
"2706.01",457202957,"PC",1.8851834,5450.0000000,2458461.8853770
"2707.01",455036659,"KP",4.0072320,10360.0000000,2459194.0679140
"2708.01",452810327,"FP",2.3540172,6660.0000000,2459197.3571110
"2709.01",452810326,"PC",2.3540163,10020.0000000,2459197.3563210
"2710.01",408231638,"PC",10.7448417,38070.0000000,2459196.3180360
"2711.01",396896334,"PC",5.7604868,14580.0000000,2459190.7005630
"2712.01",362026280,"PC",3.0784790,5780.0000000,2459195.8319170
"2713.01",332660287,"FP",1.2434016,4070.0000000,2459197.3264710
"2714.01",332534326,"CP",2.4993895,10610.0000000,2459168.9487980
"2715.01",311239796,"PC",4.9640641,4910.0000000,2459515.1261710
"2716.01",284859630,"PC",7.5420435,7720.0000000,2459194.2548250
"2717.01",269077474,"FP",1.3164901,3580.0000000,2459197.1928830
"2718.01",248655096,"PC",2.7625084,16160.0000000,2459196.5645540
"2719.01",176314383,"CP",3.3759446,1270.0000000,2459197.6368180
"2720.01",169448297,"PC",2.1473577,2300.0000000,2459199.6970820
"2721.01",167714124,"PC",4.1627330,12870.0000000,2459222.3217060
"2722.01",153725446,"PC",0.7085480,800.0000000,2459199.4961710
"2723.01",152477897,"PC",3.3843865,10730.0000000,2459165.3762980
"1783.01",229938290,"PC",1.4198659,465.2106205,2458871.0911660
"1784.01",241196395,"APC",2.0937563,1250.0000000,2459633.7590400
"1785.01",230386259,"PC",11.0023133,298.0000000,2459944.8900870
"1786.01",86280613,"FP",9.5735480,2788.0000000,2460325.9050010
"1787.01",372730331,"PC",8.7046669,9660.0000000,2459627.9955610
"1788.01",450327768,"FP",5.3432600,6980.0000000,2458875.0467100
"1790.01",310981412,"FA",9.6251700,540.0000000,2458684.1604800
"1792.01",29191596,"PC",8.8164887,170.0000000,2459629.3865160
"1794.01",286916251,"CP",8.7655468,572.6986983,2458715.3108960
"1795.01",135083444,"FP",2.7917911,1018.9771433,2458899.6102270
"1796.01",138819293,"KP",2.6438856,6404.7051471,2459639.9633320
"1798.01",198153540,"CP",8.0214735,882.3089291,2458741.6003950
"1799.01",8967242,"CP",7.0938530,284.2381135,2458904.8157730
"1800.01",17993892,"KP",4.1244833,9590.0000000,2459632.3383360
"1801.01",119584412,"CP",10.6439385,1240.0000000,2459648.6197350
"1802.01",138762614,"PC",16.7961107,1816.2755985,2458904.1545020
"1803.01",144401492,"PC",12.8858629,3170.0000000,2459659.0556450
"1803.02",144401492,"PC",6.2932111,1810.0000000,2459659.8154110
"1804.01",148679712,"PC",4.9246365,803.0000000,2460364.1334090
"1805.01",165763244,"PC",24.0510453,1194.9103544,2458757.2078530
"1806.01",166648874,"CP",15.1512051,4955.3042920,2458909.5434140
"1807.01",180695581,"CP",0.5493700,370.0000000,2459664.0705470
"1808.01",307734817,"FP",2.1075001,4256.1743008,2458900.9109950
"1810.01",373693175,"KP",1.3273482,18850.0000000,2459662.7018900
"1811.01",376524552,"CP",3.7130701,19610.0000000,2459661.0502920
"1812.02",207425167,"PC",11.6098182,1391.5795455,2458902.4828700
"1813.01",377290815,"FP",0.7980000,190.0000000,2458684.1271900
"1814.01",160440924,"PC",6.3684627,461.2506691,2459653.4887840
"1815.01",233720539,"FP",2.5553320,6550.0000000,2460559.9047630
"1816.01",237108272,"FA",22.7873000,410.0000000,2458688.2885700
"1817.01",285094173,"PC",13.3983724,1329.4475111,2459645.2271140
"1818.01",330799746,"PC",5.5115114,3342.8070054,2459639.8276620
"1819.01",341815767,"FA",3.0937400,150.0000000,2458685.5559000
"1820.01",393831507,"CP",4.8606730,6140.0000000,2459661.3283250
"1821.01",82308728,"KP",9.4893231,940.0000000,2459664.0852550
"1822.01",9392421,"APC",9.6136615,7000.0000000,2459623.1296010
"1824.01",142387023,"CP",22.8085719,977.0000000,2460362.1035390
"1825.01",229750058,"PC",10.1824299,10610.0000000,2459752.1233960
"1826.01",229400092,"CP",4.1419805,10130.9411804,2459761.7264990
"1828.01",232982938,"CP",9.0941239,2570.0000000,2459918.4383760
"1829.01",235905185,"PC",6.2895835,24300.0000000,2459775.8845160
"1830.01",20182165,"FP",9.7815625,20040.0000000,2459680.3058180
"1831.01",27194429,"APC",0.5553244,353.7045175,2459665.4646330
"1832.01",307956397,"PC",4.1508569,8700.0000000,2459765.0403150
"1834.01",71612483,"APC",1.2164402,15450.0000000,2459689.7635850
"1835.01",347332255,"PC",5.6419598,543.8388480,2458932.7636350
"1836.01",207468071,"CP",20.3807824,2371.5221505,2458933.1672270
"1836.02",207468071,"FP",1.7727505,243.0000000,2460477.1362690
"1837.01",144441148,"APC",5.8182239,1069.5709916,2458931.2507690
"1838.01",162689341,"KP",2.1747062,11173.1929564,2459717.2322010
"1839.01",381714186,"PC",1.4238067,721.0458571,2459690.2416430
"1840.01",165987272,"KP",7.8456075,7020.0000000,2459658.6424190
"1841.01",168699373,"KP",4.3011975,22050.0000000,2459688.4434520
"1842.01",404505029,"CP",9.5739531,3170.0000000,2459680.1034320
"1843.01",258871793,"FP",9.1469122,8770.0961182,2458931.1207220
"1844.01",198108326,"KP",3.2130578,22530.0000000,2459685.3980950
"1845.01",272758199,"PC",3.6610026,18701.4218317,2459666.1321770
"1846.01",198385543,"CP",3.9306746,1637.1984269,2459884.3498030
"1848.01",219824469,"FP",5.4809161,2770.0000000,2459661.0743100
"1849.01",23740089,"APC",9.8627560,4278.0000000,2460412.0304940
"1850.01",149577217,"APC",7.3914300,5880.0000000,2458931.0355900
"1851.01",378976682,"APC",6.0179742,13910.0000000,2459688.7511180
"1852.01",219728669,"PC",2.3601883,21460.0000000,2459690.3426870
"1853.01",73540072,"CP",1.2436239,1790.0000000,2459690.7434360
"1854.01",157225097,"PC",2.5267353,17543.8769120,2459667.1017120
"1855.01",81247740,"CP",1.3641482,7820.0000000,2459690.6378420
"1857.01",180652891,"APC",0.7759895,2450.0000000,2459663.2191890
"1858.01",424733642,"PC",2.0912089,20760.0000000,2459691.1222810
"1862.01",321668398,"CP",5.6442112,4136.2010063,2459768.4467710
"1863.01",356919658,"FP",1.4261100,1890.0000000,2458683.8987900
"1864.01",229791084,"KP",1.6453265,19310.0000000,2459766.5437410
"1865.01",207425203,"APC",1.2239134,1400.0000000,2459742.6638440
"1866.01",400430915,"PC",2.1863095,2983.5525823,2459797.9001240
"1867.01",400476523,"FP",18.1067100,10340.0000000,2458700.9737100
"1868.01",230087585,"PC",8.8263579,5877.7480400,2459940.4093660
"1869.01",299780329,"PC",1.6024387,1372.6016905,2459362.7427830
"1870.01",230375747,"PC",2.7633917,12405.1873299,2459694.2092140
"1871.01",233503636,"FP",3.4061200,1740.0000000,2458685.8218700
"1872.01",229490898,"PC",2.2349708,3870.0000000,2459765.1963160
"1873.01",328933398,"PC",24.9341884,1390.0000000,2459753.6850260
"1873.03",328933398,"PC",7.0056805,766.8944620,2459583.7082870
"1874.01",232641326,"APC",17.8683999,11197.9522339,2459756.8642890
"1875.01",233047097,"PC",11.3091849,11960.0000000,2459857.0868570
"1876.01",233078665,"PC",6.4827647,4140.8329483,2459945.3497970
"1877.01",233497719,"FP",3.8015910,18950.0000000,2460534.0673630
"1878.01",219762508,"PC",3.2351013,3974.2319128,2459911.9077280
"1879.01",243335710,"PC",13.7045951,10116.0470111,2459703.2899210
"1880.01",359357695,"PC",1.7263781,10118.3539720,2459333.8982750
"1881.01",59859387,"FP",1.1203828,1901.0000000,2459987.2073870
"1882.01",396368313,"PC",3.0898836,5784.3735169,2459334.4467180
"1883.01",348755728,"CP",4.5063838,12522.9613662,2459256.8465530
"1884.01",219879302,"PC",6.7822781,10143.2450255,2458928.3396000
"1885.01",258510872,"CP",6.5440665,6060.0000000,2459736.9995440
"1886.01",403136415,"PC",2.5128483,18573.9655629,2459062.6396150
"1887.01",229586455,"PC",2.2001583,1295.5985443,2459884.2695220
"1888.01",459997997,"FP",5.5474850,3350.0000000,2459328.0327320
"1889.01",139771134,"APC",0.9134495,4262.0748689,2459036.7329430
"1890.01",288636599,"PC",19.9676936,6084.3435425,2459884.0736610
"1891.01",139198430,"APC",15.3617729,3321.0000000,2460176.5041880
"1899.01",172370679,"CP",29.0902271,37562.3332736,2459439.2152540
"1900.01",178879588,"KP",3.0566277,12517.5203529,2459145.4680040
"1901.01",19684256,"KP",1.3666563,21070.0000000,2459278.3120880
"1902.01",272212970,"KP",1.6091845,13450.0000000,2459332.0428450
"1903.01",77156657,"KP",3.8404319,3580.0000000,2459196.5721510
"1904.01",272213425,"KP",4.3247708,6380.0000000,2459327.6225930
"1906.01",308098254,"KP",9.6246665,10230.0000000,2459299.0767400
"1907.01",453789494,"KP",5.4774433,9010.0000000,2459354.6938990
"1908.01",37718056,"KP",3.6568800,7040.0000000,2458384.0939200
"1909.01",232038798,"KP",4.1536624,12310.0000000,2459252.1384470
"1910.01",437261733,"KP",5.4161129,14310.0000000,2459296.2227910
"1911.01",44745133,"KP",7.8181434,3650.0000000,2459166.2977720
"1913.01",53458803,"KP",3.3489038,10987.1747675,2459252.2580360
"1914.01",53750200,"KP",4.1933422,4804.1572660,2459232.2444950
"1915.01",98283926,"KP",2.2920348,10585.2906021,2459253.2484630
"1916.01",98545929,"KP",1.8882310,4358.3260875,2459251.4057580
"1917.01",339522221,"KP",1.8206900,12340.0000000,2458655.2976800
"1918.01",308425348,"FP",3.3982900,4340.0000000,2458571.7908000
"1919.01",102192004,"KP",4.2337078,7690.0000000,2459328.7612160
"1920.01",363851359,"KP",2.5441537,6780.0000000,2459331.9535600
"1921.01",112099249,"KP",5.1795800,7620.0000000,2458604.1708400
"1922.01",112604564,"KP",4.5768651,10869.4903086,2459233.3168140
"1923.01",114299824,"KP",4.2042078,12080.0000000,2459229.3377070
"1924.01",371443216,"KP",2.8240691,8970.0000000,2459358.6885060
"1925.01",118956453,"KP",2.3447752,15340.0000000,2459279.6023930
"1926.01",143143769,"KP",1.3372349,1226.6760556,2459175.3725530
"1927.01",14344979,"KP",4.1117731,22017.8853537,2459255.8604530
"1928.01",207077681,"KP",2.2785750,13638.9588751,2459061.9445770
"1929.01",157266693,"KP",3.8537616,18650.0000000,2459329.3574030
"1930.01",160578764,"KP",2.8786641,8710.0000000,2459355.4881080
"1931.01",162922904,"KP",3.8186276,3240.0000000,2459331.4317650
"1932.01",386259537,"KP",5.6107737,6651.6899169,2459228.9372030
"1933.01",172598832,"KP",3.2633165,5011.5725027,2459201.9757980
"1934.01",125739286,"KP",4.5111234,11170.0000000,2459351.5530030
"1935.01",176685457,"KP",4.4352884,6410.0000000,2459272.9475390
"1936.01",178289267,"KP",2.3506186,15940.0000000,2459167.7111020
"1937.01",268301217,"CP",0.9466787,16490.0000000,2459989.0415170
"1938.01",128449971,"APC",12.7060866,5160.2020899,2459346.0734960
"1939.01",325172035,"FP",2.8970202,3080.9239308,2459308.6128470
"1940.01",7413227,"APC",3.4158668,2841.7825532,2459335.6451930
"1941.01",167009792,"FP",1.1330520,104.3043949,2460932.5310440
"1942.01",308919449,"FP",1.6563738,246.0000000,2460012.0277400
"1943.01",382980571,"PC",1.7425730,947.0000000,2460091.6973040
"1944.01",461080504,"FP",6.0988471,8857.7284148,2459285.4486800
"1945.01",357536526,"FP",1.5736300,710.0000000,2458545.6609400
"1946.01",127315102,"FP",10.8458712,3120.0000000,2459338.8498880
"1947.01",460140752,"FP",12.0077462,2921.0000000,2460066.8219440
"1948.01",31268146,"FP",3.6473383,162.7642577,2460013.4573820
"1949.01",334125713,"PC",4.6211026,11700.0000000,2459331.9000440
"1950.01",327663613,"FP",1.4114400,414.3790000,2458599.5698400
"1951.01",356590734,"PC",4.8294060,8222.9837003,2459362.0847350
"1952.01",394509844,"FP",6.8913200,5940.0000000,2458599.3139800
"1953.01",242536549,"FP",0.6923563,810.0000000,2459359.1324320
"1954.01",466113537,"PC",4.9064175,1704.6576752,2460015.1943540
"1956.01",334911765,"FP",0.8895800,1240.0000000,2458600.5969400
"1957.01",302659412,"FP",14.5187891,429.0000000,2460083.9748820
"1958.01",356747847,"PC",14.6483913,1323.0000000,2459336.4919830
"1959.01",400323948,"FP",3.2242808,868.6214414,2459336.0101780
"1960.01",318828309,"PC",5.3418199,330.0000000,2459330.0514240
"1961.01",179319057,"PC",6.7018963,950.0000000,2459352.0794960
"1962.01",141663464,"FP",1.7644700,2640.0000000,2458601.3436800
"1963.01",190271688,"FP",12.6534664,27095.4399490,2459341.0243740
